App,Reviews,Size,Installs,Type,Price,Last Updated,Current Ver
INFAMY RO,30,3.7,"50,000",Free,0.0,2017-12-14,202
FlexBook,1,12,"10,000",Free,0.0,2018-05-21,1.0.6
USMLE CK Clinical Knowledge Flashcards 2018 Ed,1415,3.6,5,Free,0.0,2018-06-21,1
Old: CL-150,28,24,"10,000",Free,0.0,2018-05-21,1.1.7
Clash of Kings : The King Of Fighters version,3,97,"50,000,000",Free,0.0,2018-08-01,3.44.0
New: CL-150,2167,4.2,500,Free,0.0,2018-07-25,1.2.0
Battle of Zombies: Clans War,104,58,"10,000,000",Free,0.0,2017-11-15,1.0.175
CN Summer Challenge,0,49,"100,000",Free,0.0,2018-05-24,1.1
Teen Titans GO Figure!,120,28,"10,000",Paid,3.99,2018-07-18,1.0.2
CN Superstar Soccer: Goal!!!,2233681,41,"100,000",Paid,2.99,2018-05-24,1.1.1
Teeny Titans - Teen Titans Go!,4,25,"100,000",Paid,3.99,2018-07-18,1.2.1
CN Sayin' - Cartoon Network,488039,25,"10,000",Free,0.0,2018-03-27,1.22
Cartoon Network Match Land,985,38,"1,000,000",Free,0.0,2018-07-09,1.1.3
Card Wars Kingdom,1985,28,"10,000,000",Free,0.0,2017-01-17,1.0.10
Wrecker's Revenge - Gumball,3863,55,"100,000",Free,0.0,2017-09-21,14.15
Super Slime Blitz - Gumball,20463,58,"500,000",Free,0.0,2018-05-24,1.2.0
Blamburger - Clarence,85,27,"1,000,000",Free,0.0,2015-10-26,1.0.5
Free Fur All – We Bare Bears,21979,25,"10,000,000",Free,0.0,2015-10-08,1.0.4
Soundtrack Attack,920571,25,"5,000,000",Free,0.0,2016-07-26,1.0.4
[adult swim],2263,21,"1,000,000",Free,0.0,2018-05-29,3.0.1805181047
Ben 10: Alien Experience,5395,45,"10,000,000",Free,0.0,2017-10-24,1.2.1
MagiMobile – Mighty Magiswords,30444,45,"5,000,000",Free,0.0,2018-01-04,1.0.11
Surely You Quest - Magiswords,256916,83,"1,000,000",Free,0.0,2017-06-20,1.0.2
Burrito Bash – We Bare Bears,96045,21,"1,000,000",Free,0.0,2017-10-26,3.4
Boomerang,21433,51,"1,000,000",Free,0.0,2018-07-27,2.18
We Bare Bears Match3 Repairs,82005,98,"1,000,000",Free,0.0,2018-07-25,1.1.7
Champions and Challengers - Adventure Time,120035,27,"1,000,000",Free,0.0,2018-08-02,1.2.5
Ski Safari: Adventure Time,43314,9.3,"100,000",Paid,0.99,2014-10-07,1.5.2
Block Survival Craft:The Story,10776,87,"500,000",Free,0.0,2017-10-12,0.2.7
"What's Up, Snoopy? - Peanuts",13519,55,"100,000",Free,0.0,2017-08-22,1.0.1
Rockstars of Ooo,39153,26,"10,000",Paid,1.99,2015-08-11,1.0.2
Flipped Out! - Powerpuff Girls,48754,22,"10,000",Paid,2.99,2016-06-30,1.0.2
Formula Cartoon All Stars,7046,18,"10,000",Paid,2.99,2015-06-25,4.1.2
CN TV Canal 3 - Cable Netword,773,16,"1,000",Free,0.0,2018-02-10,2
CN Resident,642,64,100,Free,0.0,2017-05-22,40.1
Tetrobot and Co.,412,18,"5,000",Paid,2.99,2015-04-20,1.1.2
Wuwu & Co.,1213,77,100,Paid,2.99,2017-03-22,2.49
Dots & Co: A Puzzle Adventure,5,85,"1,000,000",Free,0.0,2018-04-27,2.15.2
Dungeon Legends - PvP Action MMO RPG Co-op Games,17786,42,"1,000,000",Free,0.0,2018-06-25,3.1
CO CASE Events,709,54,100,Free,0.0,2018-01-30,1.3
Permit Test CO Colorado DMV,9,11,"1,000",Free,0.0,2017-06-15,2.6.5
CP Channel,81001,12,500,Free,0.0,2018-03-21,1.1.0
CP Creepypasta,102215,2.9,"10,000",Free,0.0,2016-07-11,1.0.2
CP RACING 2 FREE,0,19,"100,000",Free,0.0,2018-03-12,3
CP-Care Mobile,41,16,10,Free,0.0,2018-06-20,1
CP Calculator,7,2.9,"10,000",Free,0.0,2016-09-13,3.21
iTooch Mathématiques CP,9465,35,"100,000",Free,0.0,2017-06-28,4.6.2
Evolution CP,128,4.7,500,Free,0.0,2016-09-04,1.0.2
Foothills CP,4607,7.8,100,Free,0.0,2018-06-25,3.8.0
GO CP Evolution Calculator,1,2.4,100,Free,0.0,2017-01-29,1
CP Calculator - Poke Go Calc,187,22,500,Free,0.0,2016-09-17,1.1
Cp Calculator for Evolution:GO,1018,2.5,500,Free,0.0,2016-08-23,1.2
CP Brown English-Telugu Dictionary,13,6.8,500,Free,0.0,2017-11-10,3
CP evolution calculator Pokemo,4,787k,"10,000",Free,0.0,2017-02-26,1.3
Crusaders Quest,5,69,"5,000,000",Free,0.0,2018-07-26,4.7.0.KG
Curio Quest,7,50,"1,000,000",Free,0.0,2018-03-29,1.14.00
Sabbath School 4,124,18,"100,000",Free,0.0,2015-05-08,1.6
Cardinal Quest 2,8,36,"100,000",Free,0.0,2016-09-19,1.19
ClanManagerTT2,475020,3.3,"1,000",Free,0.0,2018-07-24,2.2.9
Christian Questions Podcast,59152,15,"10,000",Free,0.0,2018-03-28,2.8
الفاتحون Conquerors,19207,40,"5,000,000",Free,0.0,2018-08-03,1.8.0
QC,55,34,100,Free,0.0,2016-10-05,1
Color Quartets,222,12,"1,000",Free,0.0,2016-11-15,1.46
Chest Simulator for Clash Royale,108130,33,"100,000",Free,0.0,2018-07-19,1.1.9
Clash Soundboard For CR & COC,29,26,500,Free,0.0,2018-01-03,1.1
Quiz for Clash Royale™,4,32,"100,000",Free,0.0,2018-07-18,3.0.1
Chest Calculator for CR,42,21,"1,000,000",Free,0.0,2018-07-22,1.8.1
Stats CR Clan for Clash Royale,167974,9.9,100,Free,0.0,2018-07-25,1.2.9
Ultimate Clash Royale Tracker,4756,5.9,"1,000,000",Free,0.0,2018-07-04,1.4.8
Chest Opener for CR - The Circle Game,13,2.7,"5,000",Free,0.0,2018-01-07,1.0.3
Servidor Privado de CR y CoC - Light Royale,3788,3.6,"10,000",Free,0.0,2018-05-17,7
Helper for Clash Royale (All-in-1),14754,37,"500,000",Free,0.0,2017-11-10,2.0.0
"CR Fans: Mazos, Clanes y Grupos",16,4.3,"5,000",Free,0.0,2017-12-21,1.0.7
CR Best Decks,92010,30,"1,000",Free,0.0,2017-07-05,1.03
CR Family,68,5.2,"1,000",Free,0.0,2017-02-08,1.0.0
Deck Shop for Clash Royale,3106,13,"100,000",Free,0.0,2018-08-06,1.1.5
Royale Tournaments,6078,6.7,"50,000",Free,0.0,2018-07-28,5.3.6.0
Deck Builder & Analyzer for CR,219,9.8,"5,000",Free,0.0,2017-05-04,1
Cr Aviation Academy,34,22,100,Free,0.0,2017-08-09,1
CS-Touch,10,22,"10,000",Free,0.0,2018-05-11,3.6
CS Interview Questions (TechQ),2420,6.7,"5,000",Free,0.0,2017-01-27,1.5
Guide for CS:GO,52,88,"500,000",Free,0.0,2017-07-15,3.2.0
CS Interview FAQs,7,1.1,"10,000",Free,0.0,2013-02-11,1.13
CS go bomb simulator,337,28,10,Paid,0.99,2018-05-21,1.01
DU CS Lectures - Learn to Code for Free,433,7.8,100,Free,0.0,2018-07-29,4
My Nexus for CS:S & CS:GO,33,25,"50,000",Free,0.0,2016-06-25,1.3.4
CS & IT Interview Questions,16459,3.3,"1,000",Free,0.0,2018-03-27,1.1
GATE CS Engineering 2019 Exam Prep App,99,6.2,"10,000",Free,0.0,2018-02-15,Y4W-GATE_CS-5.0.0
Case Simulator Hero for CS:GO,7,68,"500,000",Free,0.0,2018-07-04,3.1.2
CA CS Network,16,19,"5,000",Free,0.0,2018-07-25,1
Smokes for CS:GO,783,3.6,"100,000",Free,0.0,2015-04-10,1.3
Grenade Practice for CS:GO,43,17,"10,000",Free,0.0,2016-06-13,1.1.1
Smokes Guide for CS:GO,162,29,"50,000",Free,0.0,2017-06-01,3
CT Scan Generations,14604,5.1,"1,000",Free,0.0,2018-04-01,1
CT Abdomen,160,62,"1,000",Free,0.0,2017-02-21,1
CT Brain Interpretation,3253,29,500,Free,0.0,2018-07-04,5.0.16
CT-Guide & Positioning,431,7.8,"1,000",Free,0.0,2018-06-06,1.5
CT Head Basic Interpretation,445,16,100,Free,0.0,2018-06-11,1.0.1
CT Lottery,6,8.3,"50,000",Free,0.0,2017-06-12,1.2.0
Permit Test Connecticut CT DMV,7,9.6,"10,000",Free,0.0,2017-10-12,2.9.0
CT-Stream Player,3,11,"10,000",Free,0.0,2016-11-21,3.4
Results for CT Lottery,6,8.6,"5,000",Free,0.0,2017-03-11,5.1
Planet of Cubes Survival Craft,271,35,"10,000,000",Free,0.0,2018-06-26,4.5.4
CV Examples 2018,186,26,"100,000",Free,0.0,2018-07-30,4
CV Formats 2018,84,26,"100,000",Free,0.0,2017-10-09,1
"Job CV Maker-Portfolio Maker , Resume Maker",86,4.8,"50,000",Free,0.0,2018-07-16,2.1
CV Templates 2018,475944,26,"5,000",Free,0.0,2017-10-09,1.1
Job CV Maker & Portfolio Maker,625,4.9,"100,000",Free,0.0,2018-01-01,1.0.2
CV Creator,374,8.3,"10,000",Free,0.0,2018-01-08,1.2.1
The CW TV app,139,4.8,"5,000",Free,0.0,2018-07-28,1.1
The CW TN app 2018,14,4.3,"10,000",Free,0.0,2018-04-30,1
All Star Of CW,13,2.4,10,Free,0.0,2018-02-06,2.03
FANDOM: Arrow and The Flash,593,9.5,"100,000",Free,0.0,2018-06-07,2.9.8
Saiyan Of CW,31,1.1,500,Free,0.0,2018-07-31,2.0.10
Free CW TN Videos 2018,24,4.8,10,Free,0.0,2018-07-28,1
CW Mobile,54,22,50,Free,0.0,2018-06-25,3.3.99
Morse Player,3935,2.4,100,Paid,1.99,2017-01-23,2.1.1
30WPM Amateur ham radio Koch CW Morse code trainer,0,3.7,10,Paid,1.49,2018-05-18,2.0.2
Learn CW,3,21,1,Paid,2.49,2018-04-06,1.1
Hallmark Channel Everywhere,12,13,"500,000",Free,0.0,2017-08-30,2.3.0
SYFY,1,18,"500,000",Free,0.0,2018-05-24,3.3.1.41
AMC,0,14,"1,000,000",Free,0.0,2018-08-02,3.3.85 (2)
Cartoon Wars 3,12639,72,"5,000,000",Free,0.0,2018-07-04,2.0.2
CX-10WiFi,268,12,"100,000",Free,0.0,2017-10-25,2.5_16
CX-OF,3069,37,"1,000",Free,0.0,2018-01-31,7.2.1
cx-32wifi,20843,6.5,"10,000",Free,0.0,2015-11-14,1.4
CX-17WIFI,137674,6.6,"10,000",Free,0.0,2018-03-21,2.3
CX-WiFi720P,1419,5.5,"10,000",Free,0.0,2015-11-14,2
CX-60,18,94,"1,000",Free,0.0,2017-05-09,1.6
CX-10DS,62,11,"1,000",Free,0.0,2017-09-15,1.5_6
CX-37,49,12,"1,000",Free,0.0,2016-05-30,1.3_4
TI-Nspire CX Calculator Manual,63,27,500,Paid,4.99,2018-07-21,1.3.0
CX watcher,47,30,500,Free,0.0,2018-06-21,1.5_6
CX-40,19,33,100,Free,0.0,2017-12-14,3
CX-42,12,32,10,Free,0.0,2018-01-02,1.2_3
CXmodel-ufo,13,12,"1,000",Free,0.0,2017-01-19,2.1
WiFi FPV,11,19,"100,000",Free,0.0,2017-06-01,1.8
go41cx,4,1.0,"1,000",Paid,10.0,2016-10-18,1.7.0
Cy-Reader,2,15,100,Free,0.0,2018-08-03,1.7
Igitabo cy'Indirimbo,0,1.6,"50,000",Free,0.0,2018-02-05,INDIRIMBO V.2014.002
Mediabox CY,19,12,10,Free,0.0,2017-12-31,1
Cymath - Math Problem Solver,316,6.4,"1,000,000",Free,0.0,2018-04-13,2.17
Army of Heroes,171,46,"1,000,000",Free,0.0,2018-08-01,1.03.06
Math Solver,17,30,"100,000",Free,0.0,2017-11-21,1.2
Death Dragon Knights RPG,93,19,"1,000,000",Free,0.0,2016-09-16,2.7
Skylink Live TV CZ,0,15,"100,000",Free,0.0,2018-07-11,5
PLAYzone.cz,10159,7.3,500,Free,0.0,2017-11-07,2.1.3
Ghost Detector,2250,7.4,"5,000,000",Free,0.0,2018-05-25,1.7.28
King of Math,11179,14,"10,000",Paid,2.99,2018-05-22,1.0.11
Thuglife Video Maker,2802,12,"1,000,000",Free,0.0,2018-01-21,2.4.1
MadLipz,14,13,"10,000,000",Free,0.0,2018-07-22,2.2.2
Escaping the Prison,12400,31,"10,000,000",Free,0.0,2016-06-21,1.2.2
Glam Doll Salon - Chic Fashion,35337,44,"10,000,000",Free,0.0,2017-05-26,1.1
Peppa Pig: Party Time,766,55,"10,000",Paid,2.99,2017-08-08,1.2.1
Movie DB,38824,2.6,"1,000",Free,0.0,2016-12-10,1.0.1
DB Train Simulator,171017,72,"500,000",Free,0.0,2018-05-23,1.6.2
DB Tools,419375,3.3,"1,000",Free,0.0,2014-06-17,1.9
DB for Fallout Shelter,93898,47,"100,000",Free,0.0,2018-03-29,1.9
DB for Hustle Castle,52,49,"1,000",Free,0.0,2018-07-04,1.1
DC Legends: Battle for Justice,10,59,"10,000,000",Free,0.0,2018-08-02,1.21.2
FANDOM for: DC,6514,9.5,"500,000",Free,0.0,2018-07-20,2.9.8.1
LEGO Batman: DC Super Heroes,37,5.8,"50,000",Paid,4.99,2016-05-09,Varies with device
LEGO® DC Mighty Micros,3323,63,"10,000,000",Free,0.0,2018-01-30,1.6.1326
Batman: Gotham’s Most Wanted!,21,88,"1,000,000",Free,0.0,2018-04-24,2.1.1
Choose SuperHero Quize Marvel | DC,355613,4.1,100,Free,0.0,2018-07-29,2
Villains vs Superheroes,6715,22,"10,000",Free,0.0,2017-09-12,3.3.3z
DC N COMPANY ENTERTAINMENT RADIO!,139545,2.2,100,Free,0.0,2017-11-02,1.4
Results for DC Lottery,16190,8.5,"5,000",Free,0.0,2017-03-11,5.1
Driver Permit Test Prep DC DMV Driver's License Ed,3,11,"5,000",Free,0.0,2017-10-12,2.9.0
Robin - DC Movie Collection,128,2.3,500,Free,0.0,2017-11-19,1.0.1
Offroad Police Car DE,22,80,"1,000,000",Free,0.0,2017-03-15,1.3
Heavy Bus Simulator,160,26,"5,000,000",Free,0.0,2018-03-15,1.084
Escape the Prison Room,78,36,"5,000,000",Free,0.0,2017-12-15,10.6
Anime Love Story Games: ✨Shadowtime✨,1,82,"5,000,000",Free,0.0,2018-08-03,20
Myth Defense 2: DF Platinum,9149,8.3,"10,000",Paid,3.99,2016-06-22,1.3.8
Rádio DF FM,252006,1.5,"1,000",Free,0.0,2017-08-03,3
Digital FM Brasília DF,113183,1.4,100,Free,0.0,2017-09-22,1
ZombieVital DG,198480,20,100,Paid,12.99,2018-08-04,Varies with device
DJ Electro Mix Pad,17108,7.6,"10,000,000",Free,0.0,2017-06-16,1.6.0
DH UFO,1764,8.0,"1,000",Free,0.0,2017-06-08,1
Galaxy Defense,24,17,"5,000,000",Free,0.0,2015-08-22,1.2.3
Castle Defense 2,5,34,"1,000,000",Free,0.0,2017-01-20,3.2.2
Treasure Defense,53301,35,"100,000",Free,0.0,2015-09-08,2.2.0.23
The Lost Lands:DH Lite,4,48,"50,000",Free,0.0,2015-04-03,1.01
DH-UFO,78142,59,100,Free,0.0,2018-05-24,1.0.9
DH Karaoke,35172,10,"1,000",Free,0.0,2017-10-23,3.3.6
Tiny Defense,28633,16,"1,000,000",Free,0.0,2015-08-22,1.0.6
Toys Defense: Horror Land,3527,24,"10,000",Free,0.0,2017-03-01,1.2.2
Kingdom in Chaos,1130,28,"100,000",Free,0.0,2015-12-21,1.0.5
Desperate Housewives: The Game,1,27,"500,000",Free,0.0,2018-08-06,18.30.22
Dinosaur War,8,27,"10,000,000",Free,0.0,2016-08-04,1.4.4
Castle Defense : Invasion,29387,41,"100,000",Free,0.0,2018-07-15,1.2.1
Avenger Legends,168,94,"100,000",Free,0.0,2017-07-13,1.13.299
DrivingTest,5623,45,"100,000",Free,0.0,2017-02-27,5
Pocket Heroes,10440,26,"1,000,000",Free,0.0,2015-09-05,2.0.5
Meme Generator Free,157997,53,"10,000,000",Free,0.0,2018-08-03,4.426
Cooking in the Kitchen,1484,87,"10,000,000",Free,0.0,2018-08-02,1.1.64
Euro Truck Driver (Simulator),3715,30,"10,000,000",Free,0.0,2018-02-15,1.6.0
DJ Mix Effects Simulator,975,20,"1,000,000",Free,0.0,2018-01-26,1.1
3D DJ – Music Mixer with Virtual DJ,96658,28,"100,000",Free,0.0,2018-07-03,6.6.8
Resources For Virtual DJ,303394,7.9,"1,000,000",Free,0.0,2016-12-16,4
DK 15 Minute Language Course,217736,57,"1,000",Free,0.0,2018-04-06,1.0.0.5
DK Readers,860078,16,"1,000",Free,0.0,2014-07-02,1.1
Eyewitness Travel Phrase Book,5997,25,"1,000",Free,0.0,2017-07-28,1
DK Virtual Reality,796,29,"1,000",Free,0.0,2018-03-13,1.7.1
English for Everyone,21095,18,"10,000",Free,0.0,2018-07-06,3.9.1
Visuelles Wörterbuch Audio-App,21,66,"10,000",Free,0.0,2017-07-07,1.1.6
10 Minutes a Day Times Tables,30,48,"100,000",Free,0.0,2014-07-03,1.2
Account Class-11 Solutions (D K Goel),10,25,"50,000",Free,0.0,2018-02-09,3.0.0
DK Online,42,3.5,100,Free,0.0,2018-05-18,8.2
Account Class-12 Solutions (D K Goel) Vol-1,429,33,"50,000",Free,0.0,2018-02-12,1.0.0
PK and DK Audio App,192,3.9,100,Free,0.0,2017-10-25,5.1.4
dk,681,1.5,10,Free,0.0,2017-09-18,1
Account Class-12 Solutions (D K Goel) Vol-2,663,23,"10,000",Free,0.0,2018-04-17,1.0.0
Discovery K!ds Play!,21,35,"1,000,000",Free,0.0,2018-05-03,2.1.0.2173
Gokarting.dk,708,34,"1,000",Free,0.0,2018-03-25,5.0.45
Download Video Free,2,6.2,"1,000,000",Free,0.0,2018-04-03,3.5.5
DL Hughley,5,10,"1,000",Free,0.0,2018-03-23,2.0.4
The DL Hughley Show,124,11,"5,000",Free,0.0,2018-05-29,3.1.2
Fifth Edition DM Tools,19388,3.0,"100,000",Free,0.0,2017-01-19,1.14b
Interactive NPC DM Tool,13,629k,50,Paid,0.99,2015-01-31,1.0.0
DM Buddy » Learn Digital Marketing,39682,1.7,500,Free,0.0,2017-07-11,2.1
Disciple Maker’s (DM) Lab,12,4.0,100,Free,0.0,2018-08-01,1.0.5
DN Employee,942,3.8,10,Free,0.0,2018-06-25,1.4
Writing Wizard Premium - Handwriting,5,33,"5,000",Paid,4.49,2017-12-03,2.5.0
DN Driver,3,7.5,5,Free,0.0,2018-06-09,1.0.2
D.N. College Meerut,3,19,10,Free,0.0,2018-03-26,1.0.0
Guardian Hunter: SuperBrawlRPG,89,27,"1,000,000",Free,0.0,2018-08-06,14.4.4.00
ES Remote,0,15,"100,000",Free,0.0,2014-11-20,2.1.1
CritDice - Dice Roller,0,5.3,"50,000",Free,0.0,2016-10-30,2.0.0
Cursive Writing Wizard - Handwriting,11872,31,"1,000,000",Free,0.0,2017-12-03,2.5.0
Darkness Rises,364013,86,"5,000,000",Free,0.0,2018-07-24,1.2.0
Sword Art Online: Integral Factor,707,32,"1,000,000",Free,0.0,2018-07-26,1.0.9
do,2910,5.9,"100,000",Free,0.0,2016-06-08,1.0.4
Do Not Crash,3745,8.3,"1,000,000",Free,0.0,2015-02-05,1.4
DO YOU KNOW THE WAY Soundboard,166,5.2,"100,000",Free,0.0,2018-07-01,7
All Type DP,456474,5.8,"500,000",Free,0.0,2018-05-10,1.8
DP & Status,45359,4.7,"500,000",Free,0.0,2018-01-09,1.13
DP and Status,1073,3.0,"100,000",Free,0.0,2017-08-11,1.0.1
Best DP and Status (Daily Updates Photos),56664,3.2,"1,000,000",Free,0.0,2018-05-07,1.8
"Marathi DP - status and message,jokes,Video app",1007,3.8,"100,000",Free,0.0,2018-08-01,1.6
Cute Images for Whatsapp,1853,8.1,"100,000",Free,0.0,2015-12-23,1
Profile Pictures - Best DP Status,1922,5.4,"50,000",Free,0.0,2017-11-29,1.2.1
Best DP and Status - All Type DP & Status,623,5.7,100,Free,0.0,2018-05-30,1
Latest DP and Status Pro 2018,3003,5.7,"1,000",Free,0.0,2018-01-05,1.0.4
Best DP And Video Status 2018 For Whatsapp,694,3.8,"10,000",Free,0.0,2018-05-31,9
DP Battle,634,2.5,"5,000",Free,0.0,2017-03-26,2.0.5
Faceoff DP Battle App,131,6.7,"1,000",Free,0.0,2018-06-15,5.2
DRAGON QUEST VIII,1,27,"50,000",Paid,19.99,2017-04-04,1.1.4
DRAGON QUEST III,19,63,"10,000",Paid,9.99,2018-03-09,1.0.5
DRAGON QUEST,91,30,"100,000",Paid,2.99,2017-03-10,1.0.7
DRAGON QUEST II,132,44,"10,000",Paid,4.99,2018-03-09,1.0.5
DRAGON QUEST VI,38,17,"100,000",Paid,14.99,2018-08-01,1.0.4
CHRONO TRIGGER (Upgrade Ver.),7812,6.3,"100,000",Paid,9.99,2018-06-12,2.0.4
FINAL FANTASY DIMENSIONS,1661,1.1,"100,000",Paid,13.99,2017-03-15,1.1.3
RPG Dragon Lapis,9659,56,"100,000",Free,0.0,2018-07-09,1.1.4g
DQSalmaan - A fan made App,2576,6.0,"10,000",Free,0.0,2018-02-04,1.5
Dr. Truck Driver : Real Truck Simulator 3D,3358,96,"100,000",Free,0.0,2018-07-05,1.8
Dr. Cares - Pet Rescue 911 🐶,11250,35,"500,000",Free,0.0,2017-09-21,1.5
Real Car Dr Parking Master: Parking Games 2018,13492,27,"1,000,000",Free,0.0,2018-05-12,1
Doctor Kids,707,25,"10,000,000",Free,0.0,2018-07-26,1.39
Dr. Sudoku,1626,3.1,"500,000",Free,0.0,2018-01-04,1.06
Dr. Unblock,14432,4.3,"1,000,000",Free,0.0,2018-01-03,1.05
DR.MEEP,3345,33,500,Paid,2.99,2018-06-29,1.2
Dr. Panda Art Class,200450,58,"50,000",Paid,2.99,2017-04-26,1.7
Dr. Panda's Swimming Pool,2310,9.3,"100,000",Paid,1.99,2015-01-15,1.01
Dr. Pixel: Pill mania Classic,3847,6.2,"100,000",Free,0.0,2018-03-31,1.2.7
Super Dr. Parking 3D,265,41,"1,000,000",Free,0.0,2017-12-17,3.3
Dr. Cares - Amy's Pet Clinic 🐈 🐕,54,60,"100,000",Free,0.0,2018-04-30,1.8
Pet Vet Dr - Animals Hospital,1013,36,"1,000,000",Free,0.0,2016-10-31,1.3
DR CONTROL,2311,1.5,"10,000",Free,0.0,2017-03-08,2.1.0
Dr. Seuss's ABC,2419,12,"10,000",Paid,3.99,2018-02-26,2.05
Dr. Panda Hospital,4518,45,"50,000",Paid,2.99,2013-12-05,1.6
Dr. Panda Café Freemium,3580,62,"1,000,000",Free,0.0,2017-08-10,1.01
Dr. Panda Ice Cream Truck Free,11748,80,"1,000,000",Free,0.0,2018-08-02,2.16
Dr. 2048,267,3.5,"500,000",Free,0.0,2017-12-30,1.05
Dr. Panda Restaurant 2,429,67,"100,000",Paid,2.99,2016-02-17,1.96
Dr. Panda Supermarket,1091,58,"50,000",Paid,2.99,2016-02-16,1.6
DR Sebi's Alkaline List,11788,5.5,"5,000",Free,0.0,2017-04-05,0.1
DS,23022,23,100,Free,0.0,2016-01-19,1
DS-Admin,1985,21,10,Free,0.0,2018-03-05,2
MegaN64 (N64 Emulator),3725,12,"10,000,000",Free,0.0,2016-05-14,6
Learn DS [BETA],1357,5.0,500,Free,0.0,2017-02-12,0.5
DS-Students,68,8.4,100,Free,0.0,2018-07-03,2
Real Sheet ∞: Pathfinder + DT,15,22,50,Paid,2.99,2017-03-20,1.1
DT-CAM,1,9.9,"1,000",Free,0.0,2017-07-29,1.3
DT Driving Test Theory,877576,1.6,"10,000",Free,0.0,2018-02-22,1.1
Truck Simulator DT 3D,9,22,"5,000",Free,0.0,2017-04-23,1.0.6
Bloons TD 5,5,94,"1,000,000",Paid,2.99,2018-07-13,3.16
WPBS-DT,2,6.3,500,Free,0.0,2015-04-03,4.1.1
DT-VR,6,9.5,"1,000",Free,0.0,2016-08-09,1.2
du View,477,22,"50,000",Free,0.0,2018-03-26,6.4.1
Du Chinese – Mandarin Lessons,110,9.2,"100,000",Free,0.0,2017-10-03,1.5.0
Voyance du pyromancien,3,16,"5,000",Free,0.0,2018-07-13,1.0.3
Citation du Jour - Motivation,25,914k,"100,000",Free,0.0,2015-02-14,1
La Poupée du Voyant,935,8.2,"50,000",Free,0.0,2017-01-06,1.0.0
DV-2019 Results,22,2.6,"10,000",Free,0.0,2018-06-14,17
DV-LOTTERY 2019 REGISTRATION,321,2.6,"10,000",Free,0.0,2018-01-20,3
DV-2019 PHOTO TOOL,265,2.5,"1,000",Free,0.0,2018-01-20,5
DV Lottery Simulator,38,1.3,"1,000",Free,0.0,2016-10-20,1.1
U.S.A DV Lottery Process,158,1.7,"1,000",Free,0.0,2017-03-12,1
DV-2019 UK/British,97,4.2,"5,000",Free,0.0,2018-03-11,3
"DW Learn German - A1, A2, B1 and placement test",21,1.8,"100,000",Free,0.0,2017-09-28,1
Learn German: Die Bienenretter,1,79,"5,000",Free,0.0,2017-07-26,1.0.5
DW Audio,13,5.0,"1,000",Free,0.0,2017-06-16,0.9.0
German Listening,8,8.0,"500,000",Free,0.0,2018-07-23,2.94
Fahrschule DW,166,3.9,"1,000",Free,0.0,2016-04-19,1.2
Across Age DX,902,48,"500,000",Free,0.0,2015-01-09,1.1.0
ZOOKEEPER DX TouchEdition,25,4.6,"100,000",Paid,0.99,2015-11-26,1.2.7
Piczle Lines DX,38,26,"5,000",Free,0.0,2018-04-15,1.4.6
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,18298,56,"10,000",Free,0.0,2018-02-16,1.5
Bubble Shooter DX,5,4.0,"100,000",Free,0.0,2018-06-21,1.21
Age of Procreation DX,5964,40,"100,000",Free,0.0,2016-04-22,1.441
Chronolink DX,3195,73,10,Paid,0.99,2017-07-06,1.2
DX Simulation for OOO Dx Belt,281,31,"10,000",Free,0.0,2018-08-04,1.7
Tricky Bike Stunt Rider DX,449,45,500,Free,0.0,2018-07-29,1.1.1
DX Gashacon Sword for Ex-Aid Henshin,636,42,"1,000",Free,0.0,2018-07-14,1
DX Simulation Belt for Build henshin,1894,39,"10,000",Free,0.0,2018-07-11,2
DX Simulation for Kabuto Henshin Belt 2018,7,7.2,"5,000",Free,0.0,2018-08-06,1.5
DX Simulation for Decade Henshin Belt 2018,67,10,"5,000",Free,0.0,2018-08-06,1.6
Elemental Galaxy Dx - Match3,16,14,"10,000",Free,0.0,2014-03-11,1.0.9
DX Simulation for Double Dx Henshin Belt 2018,17,11,"5,000",Free,0.0,2018-08-06,1.5
DX Simulation Belt for Decade henshin,182,32,"5,000",Free,0.0,2018-07-27,3
Chronolink DX Lite,14,47,10,Free,0.0,2017-10-09,1
Bubble Shooter DX AdFree,23,2.1,50,Paid,2.99,2016-05-31,1.02
Dress Up RagazzA13 DX,127,42,100,Paid,0.99,2016-09-16,1.0.5
DX Simulation for X-aid Dx Belt,33,48,"5,000",Free,0.0,2018-08-04,1.6
Unstoppaball DX,64,40,50,Paid,1.49,2014-05-20,1.7
Sokoban Land DX,2,20,"10,000",Paid,2.99,2018-01-29,1.0.6
Dx Ludo,1,2.6,"50,000",Free,0.0,2011-04-18,1
Dy So Exam,13,3.2,"1,000",Free,0.0,2017-07-03,1
Dr. D. Y. Patil Vidyapeeth GBS,35,5.3,100,Free,0.0,2017-02-14,1.0.1702140017
KPS CHAUHAN DY/DX,5,10,100,Free,0.0,2018-07-28,1.0.32.1
JONACK (D Story Teller),46,1.2,"10,000",Free,0.0,2015-11-28,1
Guardians of Ancora,215,26,"50,000",Free,0.0,2018-07-20,2.9.1
Truck Transport Raw Material,3,50,"100,000",Free,0.0,2018-07-20,1.4
DYPhyzio-Physiology Forum,37,1.3,100,Free,0.0,2017-08-22,1.1
DYPSOET,152,7.4,50,Free,0.0,2018-08-07,1.0.2
